,year,selling_price,km_driven,mileage,engine,max_power,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
6398,2017,290000,90000,24.7,796.0,47.3,True,True,True,True,False,False
6399,2018,720000,50000,21.19,1396.0,88.73,False,True,True,True,False,False
6400,2017,800000,60000,22.77,1498.0,98.59,False,True,True,False,False,False
6401,2012,265000,20000,19.81,1086.0,68.05,True,True,True,False,True,False
6402,2010,135000,90000,19.7,796.0,46.3,True,True,True,False,True,False
6403,2016,350000,70000,25.83,1498.0,99.0,False,True,True,True,False,False
6405,2016,490000,80000,18.2,1248.0,73.74,False,True,True,False,False,True
6406,2012,450000,72000,22.32,1582.0,126.32,False,True,True,True,False,False
6407,2016,950000,50000,15.4,1997.0,120.0,False,True,True,False,False,True
6408,2012,355000,90000,17.5,1298.0,85.8,True,True,True,True,False,False
6409,2019,700000,17000,18.6,1197.0,81.86,True,True,True,False,False,False
6410,2012,459999,70000,12.05,2179.0,120.0,False,True,True,False,False,True
6411,2012,350000,74000,22.07,1199.0,73.9,False,True,True,True,False,False
6412,2006,85000,60000,19.7,796.0,46.3,True,True,True,True,False,False
6413,2016,290000,15000,22.74,796.0,47.3,True,True,True,False,False,False
6414,2019,1000000,72000,25.5,1498.0,98.6,False,True,True,False,False,False
6415,2008,85000,25000,16.84,1193.0,64.4,True,True,True,True,False,False
6416,2003,65000,114000,19.7,796.0,46.3,True,True,True,False,False,False
6417,2005,75000,120000,13.0,1493.0,100.0,True,True,True,False,False,False
6418,2003,100000,250000,18.7,1896.0,66.0,False,True,True,True,False,False
6419,2009,170000,55768,17.0,1405.0,71.0,False,True,True,False,False,False
6420,2017,525000,40000,18.9,1197.0,81.86,True,True,False,False,False,False
6421,2020,265000,70000,21.79,998.0,67.05,True,True,True,True,False,False
6422,2018,459999,50000,20.3,1199.0,84.0,True,True,True,False,False,False
6423,2017,250000,20000,23.95,998.0,67.05,True,True,True,False,False,False
6424,2013,395000,70000,23.4,1248.0,74.0,False,True,True,True,False,False
6425,2014,375000,60000,18.9,1197.0,82.0,True,True,True,False,False,False
6426,2009,120000,120000,17.0,1405.0,71.0,False,True,True,False,False,False
6427,2011,290000,110000,21.1,1248.0,73.9,False,True,True,True,False,False
6428,2017,409999,60000,23.84,1199.0,84.0,True,True,True,False,False,False
6429,2009,200000,30000,16.5,995.0,63.0,True,True,True,False,False,False
6430,2018,900000,35000,21.13,1498.0,108.6,False,True,True,False,False,False
6431,2003,50000,50000,16.1,796.0,37.0,True,True,True,False,True,False
6432,2012,450000,100000,19.01,1461.0,108.45,False,True,True,False,False,False
6433,2012,650000,80000,15.1,2179.0,140.0,False,True,True,False,True,True
6434,2014,300000,84000,20.14,1498.0,88.5,False,True,True,True,False,False
6435,2014,425000,60000,25.01,1498.0,89.75,False,True,True,False,False,False
6437,2011,200000,60000,20.36,1197.0,78.9,True,True,True,True,False,False
6438,2015,975000,100000,16.0,2179.0,140.0,False,True,True,False,False,True
6439,2013,450000,70000,15.96,2523.0,62.1,False,True,True,False,False,True
6440,2014,600000,82500,15.96,2523.0,62.1,False,True,True,True,False,True
6441,2014,550000,76000,15.96,2523.0,62.1,False,True,True,False,False,True
6442,2011,180000,87000,18.0,1248.0,75.0,False,True,True,False,False,False
6443,2010,300000,120000,14.0,2498.0,112.0,False,True,True,False,False,True
6444,2016,350000,70000,17.57,1193.0,88.7,True,True,True,True,False,False
6445,2014,465000,90000,23.4,1248.0,74.0,False,True,True,False,False,False
6446,2010,200000,188000,21.12,1248.0,88.8,False,True,True,True,False,False
6447,2014,350000,120000,18.2,1248.0,73.8,False,True,True,True,False,True
6448,2015,650000,80000,17.4,1497.0,117.3,True,True,True,False,False,False
6449,2010,150000,123278,20.36,1197.0,78.9,True,True,True,True,False,False
6450,2014,560000,100000,26.0,1498.0,98.6,False,True,True,True,False,False
6451,2015,625000,90000,21.19,1396.0,88.73,False,True,True,False,False,False
6452,2012,220000,110000,20.0,1399.0,68.0,False,True,True,False,False,False
6453,2013,250000,110000,20.0,1399.0,68.1,False,True,True,False,False,False
6454,2018,575000,70000,20.65,1248.0,88.7,False,True,True,False,False,False
6455,2015,1050000,65000,15.1,2179.0,140.0,False,True,True,False,False,True
6457,2012,200000,90000,11.57,2179.0,138.1,False,True,True,False,True,True
6458,2016,262000,50000,22.74,796.0,47.3,True,True,True,False,False,False
6459,2018,299000,33000,21.1,814.0,55.2,True,True,True,False,False,False
6460,2015,250000,26500,22.74,796.0,47.3,True,True,True,False,False,False
6461,2011,140000,60000,17.92,1086.0,62.1,True,True,True,False,True,False
6462,2013,360000,70000,23.4,1248.0,74.0,False,True,True,False,True,False
6463,2015,210000,80000,20.63,1198.0,67.06,True,True,True,False,False,False
6464,2017,600000,60000,22.54,1396.0,88.73,False,True,True,False,False,False
6465,2011,210000,100000,19.5,1199.0,75.0,False,True,True,False,False,False
6466,2011,300000,80000,20.54,1598.0,103.6,False,True,True,True,False,False
6467,2016,450000,35000,18.9,1197.0,82.0,True,True,True,False,False,False
6469,2019,550000,10000,18.9,1197.0,81.86,True,True,True,False,False,False
6470,2011,100000,80000,18.0,1248.0,75.0,False,True,True,False,False,False
6471,2012,185000,50000,21.1,814.0,55.2,True,True,True,True,False,False
6472,2006,80000,90000,17.3,1061.0,64.0,True,True,True,True,False,False
6473,2017,295000,80000,24.7,796.0,47.3,True,True,True,False,False,False
6474,2017,360000,25000,23.01,999.0,67.0,True,True,True,False,False,False
6475,2014,210000,70000,20.92,998.0,67.1,True,True,True,False,False,False
6476,2019,585000,80000,17.4,1197.0,81.86,True,True,False,False,False,False
6477,2016,560000,50000,20.14,1498.0,88.7,False,True,True,False,False,False
6478,2015,600000,70000,26.0,1498.0,98.6,False,True,True,False,False,False
6479,2017,330000,60000,20.63,1198.0,67.0,True,True,True,False,False,False
6480,2019,990000,15000,17.0,1591.0,121.3,True,True,True,False,False,False
6481,2012,300000,90000,23.59,1364.0,67.1,False,True,True,False,False,False
6482,2018,650000,28000,17.0,1198.0,108.5,True,True,True,False,False,False
6483,2019,695000,20000,17.4,1197.0,81.86,True,True,False,False,False,False
6484,2014,300000,60000,24.0,1120.0,70.0,False,True,True,False,False,False
6485,2015,270000,22000,22.74,796.0,47.3,True,True,True,False,False,False
6486,2010,185000,70000,11.57,2179.0,138.1,False,True,True,True,False,True
6487,2013,200000,80000,22.1,1248.0,76.9,False,True,True,False,False,False
6489,2018,860000,60000,21.5,1497.0,108.5,False,True,True,False,False,False
6490,2018,400000,20000,23.84,1199.0,84.0,True,True,True,False,False,False
6491,2013,240000,142000,23.2,1248.0,73.94,False,True,True,True,False,False
6492,2015,570000,72000,26.59,1248.0,74.0,False,True,True,False,False,False
6493,2018,850000,90000,23.0,1498.0,98.96,False,True,True,False,False,False
6494,2011,155000,80000,20.0,1399.0,68.0,False,True,True,False,True,False
6495,2011,270000,125000,23.0,1396.0,90.0,False,True,True,False,False,False
6496,2015,610000,33000,20.73,1373.0,91.1,True,True,True,False,False,False
6497,2015,1000000,50000,19.67,1582.0,126.2,False,True,True,False,False,False
6498,2012,450000,120000,12.05,2179.0,120.0,False,True,True,True,False,True
6499,2018,500000,35000,25.4,1186.0,73.97,False,True,True,False,False,False
6500,2018,700000,43000,27.4,1498.0,98.63,False,True,True,False,False,False
6501,2007,135000,60000,19.7,796.0,46.3,True,True,True,False,False,False
6502,2012,430000,148000,12.05,2179.0,120.0,False,True,True,True,False,True
6503,2014,625000,70000,22.32,1582.0,126.32,False,True,True,True,False,False
6504,2011,280000,96000,16.95,1498.0,97.7,True,True,True,False,False,False
6505,2015,800000,70000,15.4,1997.0,120.0,False,True,True,False,False,True
6506,2012,220000,70000,23.2,1248.0,73.94,False,True,True,True,False,False
6507,2017,620000,18484,20.89,1197.0,81.8,True,True,True,False,False,False
6508,2011,300000,70000,13.93,2179.0,138.03,False,True,True,False,False,True
6509,2010,180000,25000,19.7,796.0,46.3,True,True,True,True,False,False
6510,2013,250000,120000,22.07,1199.0,73.9,False,True,True,False,True,False
6511,2017,480000,55000,20.85,1197.0,83.14,True,True,True,False,False,False
6512,2019,885000,10000,17.0,1497.0,121.31,True,True,True,True,False,False
6513,2020,550000,60000,25.32,1198.0,77.0,False,True,True,False,False,True
6514,2018,800000,30000,28.4,1248.0,74.02,False,True,True,False,False,False
6515,2013,180000,65000,17.92,1086.0,62.1,True,True,True,False,False,False
6517,2012,380000,50000,21.9,1396.0,88.76,False,True,True,True,False,False
6518,2019,520000,2560,24.0,1199.0,83.81,True,True,False,False,False,False
6519,2004,90000,60000,19.7,796.0,46.3,True,True,True,False,False,False
6520,2016,330000,80000,20.51,998.0,67.04,True,True,True,True,False,False
6522,2015,370000,120000,18.2,1248.0,73.8,False,True,True,False,False,True
6523,2009,290000,120000,16.8,1497.0,116.3,True,True,True,True,False,False
6524,2013,215000,47000,21.1,814.0,55.2,True,True,True,True,False,False
6525,2017,1282000,45000,17.6,2179.0,153.86,False,True,True,False,False,True
6526,2012,610000,90000,12.8,2494.0,102.0,False,True,True,False,False,True
6527,2013,380000,110000,21.27,1396.0,88.76,False,True,True,True,False,False
6528,2017,1250000,95000,15.4,1997.0,120.0,False,True,True,False,False,True
6529,2012,400000,103655,22.32,1582.0,126.3,False,True,True,True,False,False
6530,2018,700000,25000,17.4,1197.0,81.86,True,True,False,True,False,False
6531,2014,650000,80000,19.01,1461.0,108.45,False,True,True,False,False,False
6532,2014,95000,50000,25.4,624.0,37.5,True,True,True,True,False,False
6533,2015,1147000,56975,16.0,2179.0,140.0,False,True,True,False,False,True
6535,2008,120000,80000,19.7,796.0,46.3,True,True,True,False,True,False
6537,2010,180000,187000,17.8,1399.0,68.0,False,False,True,True,False,False
6538,2013,325000,69000,18.6,1388.0,67.0,False,False,True,False,False,False
6539,2015,550000,206000,22.77,1498.0,98.59,False,False,True,False,False,False
6540,2018,950000,27000,22.77,1498.0,98.59,False,False,True,False,False,False
6541,2014,500000,132000,22.7,1498.0,89.84,False,False,True,True,False,False
6542,2017,725000,75000,26.1,1498.0,99.23,False,False,True,False,False,False
6543,2015,500000,18000,18.5,1194.0,94.93,True,False,True,True,False,False
6544,2011,180000,218000,21.0,1461.0,64.1,False,True,True,False,False,False
6545,2016,650000,10000,22.54,1396.0,88.73,False,True,True,False,False,False
6546,2010,285000,80000,17.8,1248.0,75.0,False,True,True,False,False,False
6547,2011,210000,215000,21.0,1461.0,64.1,False,True,True,False,False,False
6548,2012,200000,137000,17.8,1399.0,67.0,False,True,True,False,False,False
6549,2011,295000,65000,20.54,1598.0,103.6,False,True,True,True,False,False
6550,2007,160000,120000,17.7,1497.0,78.0,True,True,True,False,True,False
6551,2017,450000,10000,23.1,998.0,67.04,True,True,False,False,False,False
6552,2016,385000,20000,20.62,1198.0,67.0,True,True,True,False,False,True
6553,2011,350000,93500,18.6,1388.0,67.0,False,True,True,True,False,False
6592,2019,558000,70000,28.4,1248.0,74.02,False,True,True,False,False,False
6593,2010,165000,56000,17.92,1086.0,62.1,True,True,True,False,True,False
6594,2012,300000,80000,21.9,1396.0,88.76,False,True,True,True,False,False
6596,2012,900000,100000,15.1,2179.0,140.0,False,True,True,False,False,True
6597,2008,830000,60000,11.0,2993.0,235.0,False,True,False,False,True,False
6599,2014,640000,65000,21.14,1498.0,103.52,False,True,True,True,False,False
6600,2015,900000,70000,15.4,2179.0,120.0,False,True,True,False,True,True
6601,2013,450000,60000,18.2,1248.0,73.8,False,True,True,False,False,True
6602,2018,825000,82000,28.09,1248.0,88.5,False,True,True,False,False,False
6603,2013,500000,80000,13.7,2179.0,138.1,False,True,True,True,False,True
6604,2017,325000,5000,18.15,1198.0,82.0,True,True,True,True,False,True
6605,2014,450000,133000,19.01,1461.0,108.45,False,True,True,False,False,False
6606,2017,675000,25000,17.5,1199.0,88.7,True,True,True,True,False,False
6607,2017,415000,15000,17.57,1193.0,88.7,True,True,True,False,False,False
6608,2017,1100000,40000,21.38,1396.0,88.7,False,True,True,False,False,False
6609,2016,500000,35000,17.0,1198.0,73.75,True,True,True,False,False,False
6610,2014,509999,70000,15.96,2523.0,62.1,False,True,True,True,False,True
6611,2007,200000,152000,10.5,2609.0,120.0,False,True,True,False,True,True
6612,2007,60000,100000,16.1,796.0,37.0,True,True,True,True,False,False
6613,2013,500000,80000,22.32,1582.0,126.3,False,True,True,True,False,False
6614,2009,45000,100000,17.2,1396.0,53.5,False,True,True,True,False,False
6615,2017,270000,50000,25.17,799.0,53.3,True,True,True,False,False,False
6616,2017,550000,40000,17.19,1197.0,81.86,True,True,True,False,False,False
6617,2016,235000,60000,23.01,999.0,67.0,True,True,True,False,False,False
6618,2018,600000,40000,18.6,1197.0,81.83,True,True,True,False,False,False
6619,2015,525000,60000,27.3,1498.0,98.6,False,True,True,False,False,False
6620,2012,325000,90000,22.9,1248.0,74.0,False,True,True,False,False,False
6621,2014,420000,90000,23.4,1248.0,74.0,False,True,True,False,False,False
6622,2014,229999,60000,20.92,998.0,67.1,True,True,True,True,False,False
6623,2013,375000,80000,23.4,1248.0,74.0,False,True,True,False,True,False
6624,2012,750000,120000,12.05,2179.0,120.0,False,True,True,False,False,True
6625,2018,400000,40000,23.84,1199.0,84.0,True,True,True,False,False,False
6626,2013,600000,91000,15.1,2179.0,140.0,False,True,True,False,False,True
6627,2008,110000,80000,17.8,1086.0,63.0,True,True,True,False,True,False
6628,2007,45000,73257,16.1,796.0,37.0,True,True,True,False,False,False
6630,2020,500000,15000,23.84,1199.0,83.83,True,True,True,False,False,False
6631,2007,250000,110000,18.1,1493.0,110.0,False,True,True,True,False,False
6632,2018,950000,40000,21.13,1498.0,108.6,False,True,True,False,False,False
6633,2013,375000,212000,21.64,1461.0,84.8,False,True,True,False,False,False
6634,2018,780000,30000,28.4,1248.0,74.02,False,True,True,False,False,False
6635,2018,575000,30000,20.3,1086.0,68.0,True,True,True,False,False,False
6636,2017,563000,30000,18.6,1197.0,81.83,True,True,True,True,False,False
6637,2017,450000,15000,23.84,1199.0,84.0,True,True,True,False,False,False
6640,2010,320000,135000,23.0,1396.0,90.0,False,True,True,True,False,False
6641,2008,375000,100000,13.5,1799.0,130.0,True,True,True,False,True,False
6642,2017,400000,120000,15.37,1196.0,73.0,True,True,True,False,False,False
6643,2011,600000,230000,14.0,2498.0,112.0,False,True,True,False,False,True
6644,2016,315000,60000,23.01,999.0,67.0,True,True,True,True,False,False
6645,2012,1100000,80000,16.07,1995.0,181.0,False,True,False,True,False,False
6646,2010,350000,190000,19.3,1248.0,73.9,False,True,True,True,False,False
6647,2016,375000,120000,15.37,1196.0,73.0,True,True,True,False,False,False
6648,2013,1050000,217000,12.99,2494.0,100.6,False,True,True,True,False,True
6650,2015,350000,29000,23.1,998.0,67.04,True,True,True,False,False,False
6652,2010,120000,120000,18.9,1061.0,67.0,True,True,True,False,True,False
6653,2015,819999,90000,16.0,2179.0,140.0,False,True,True,False,False,True
6655,2018,451999,30000,23.1,998.0,67.04,True,True,False,True,False,False
6656,2016,500000,56000,18.9,1197.0,82.0,True,True,True,False,True,False
6657,2015,1250000,90000,12.99,2494.0,100.6,False,True,True,False,False,True
6658,2015,500000,120000,18.49,1493.0,100.0,False,True,True,False,False,True
6659,2015,490000,60000,25.2,1248.0,74.0,False,True,True,False,False,False
6660,2008,200000,147000,19.3,1248.0,73.9,False,True,True,True,False,False
6661,2012,240000,35000,18.9,998.0,67.1,True,True,True,False,False,False
6662,2018,655000,19500,18.6,1197.0,81.83,True,True,True,False,False,False
6663,2018,620000,38426,17.19,1197.0,81.86,True,True,True,False,False,False
6664,2015,450000,35000,20.4,1197.0,83.11,True,True,True,True,False,False
6665,2014,310000,35000,20.51,998.0,67.04,True,True,True,True,False,False
6666,2007,150000,50000,19.7,796.0,46.3,True,True,True,False,True,False
6667,2012,180000,120000,25.44,936.0,57.6,False,True,True,False,False,False
6668,2011,150000,120000,19.4,1405.0,70.0,False,True,True,False,False,False
6669,2011,160000,112000,20.0,1399.0,68.0,False,True,True,True,False,False
6670,2013,600000,70000,14.0,2523.0,75.0,False,True,True,False,True,True
6671,2012,380000,145000,20.5,1598.0,103.5,False,True,True,False,False,False
6672,2007,120000,135000,17.0,1405.0,70.0,False,True,True,False,False,False
6674,2012,135000,146000,19.61,1405.0,70.0,False,True,True,False,False,False
6675,2018,610000,10000,18.9,1197.0,81.86,True,True,True,False,False,False
6676,2020,260000,50000,20.14,1498.0,88.5,False,True,True,False,False,False
6677,2017,500000,25000,20.14,1197.0,81.86,True,True,True,False,False,False
6678,2016,220000,20000,23.01,999.0,67.0,True,True,True,False,False,False
6679,2006,121000,70000,13.5,1799.0,130.0,True,True,True,True,False,False
6680,2017,350000,50000,25.0,1396.0,69.01,False,True,True,False,False,False
6682,2011,280000,100000,23.0,1396.0,90.0,False,True,True,True,False,False
6683,2020,919999,20000,17.0,1198.0,108.5,True,True,True,False,False,False
6684,2011,320000,155000,23.0,1396.0,90.0,False,True,True,False,False,False
6685,2012,140000,70000,20.0,1399.0,68.0,False,True,True,False,True,False
6686,2012,310000,25000,21.5,1248.0,88.8,False,True,True,True,False,False
6687,2006,65000,120000,16.1,796.0,37.0,True,True,True,True,False,False
6688,2013,300000,90000,18.2,1248.0,73.8,False,True,True,False,False,True
6708,2011,575000,110000,15.1,2179.0,140.0,False,True,True,True,False,True
6709,2014,440000,110000,13.49,2179.0,138.03,False,True,True,True,False,False
6710,2012,380000,100000,22.9,1248.0,74.0,False,True,True,True,False,False
6711,2010,140000,116700,15.0,1368.0,90.0,True,True,True,False,True,False
6712,2015,475000,25000,22.95,1248.0,74.0,False,True,True,False,False,False
6713,2011,200000,200000,13.0,2489.0,95.0,False,True,True,False,True,True
6714,2010,400000,176062,17.8,1248.0,75.0,False,True,True,False,False,False
6715,2008,425000,250000,12.8,2494.0,102.0,False,True,True,False,True,True
6717,2015,509999,82000,25.8,1498.0,98.6,False,True,True,False,False,False
6718,2010,275000,80000,19.81,1086.0,68.05,True,True,True,False,False,False
6719,2017,650000,40000,18.2,1248.0,73.74,False,True,True,True,False,True
6721,2014,650000,129000,19.72,1461.0,108.45,False,True,True,False,False,False
6722,2016,360000,60000,20.5,1248.0,91.7,False,True,True,True,False,False
6723,2018,650000,82000,21.73,1498.0,108.62,False,True,False,False,False,False
6725,2017,675000,50000,18.2,1248.0,73.74,False,True,True,True,False,True
6726,2006,50000,40000,16.1,796.0,37.0,True,True,True,False,True,False
6727,2017,445000,39500,20.52,1197.0,81.8,True,True,True,False,False,False
6728,2018,750000,40000,22.54,1396.0,88.76,False,True,True,False,False,False
6729,2012,425000,56000,22.9,1248.0,74.0,False,True,True,True,False,False
6731,2017,850000,54000,22.54,1396.0,88.73,False,True,True,False,False,False
6732,2016,400000,20000,20.51,998.0,67.04,True,True,True,True,False,False
6733,2014,200000,55896,25.0,1396.0,69.0,False,True,True,True,False,False
6734,2016,550000,35000,25.8,1498.0,98.6,False,True,True,False,False,False
6735,2012,250000,97000,19.4,1198.0,86.8,True,True,True,True,False,False
6736,2014,206000,120000,22.74,796.0,47.3,True,True,True,True,False,False
6737,2014,290000,50000,21.1,814.0,55.2,True,True,True,False,False,False
6738,2010,45000,30400,26.0,624.0,35.0,True,True,True,False,True,False
6740,2012,220000,110000,21.64,1461.0,84.8,False,True,True,False,True,False
6741,2008,515000,120000,14.84,2143.0,170.0,False,True,False,True,False,False
6742,2010,170000,100000,19.7,796.0,46.3,True,True,True,False,False,False
6743,2010,260000,120000,17.8,1248.0,75.0,False,True,True,True,False,False
6744,2012,315000,130000,20.54,1598.0,103.6,False,True,True,True,False,False
6745,2011,225000,76000,20.92,998.0,67.1,True,True,True,True,False,False
6746,2012,420000,110000,19.33,1968.0,138.1,False,True,True,False,True,False
6747,2011,525000,96000,12.05,2179.0,120.0,False,True,True,False,False,True
6748,2018,670000,90000,28.4,1248.0,74.0,False,True,False,False,False,False
6750,2013,250000,25000,20.0,1399.0,68.1,False,True,True,False,False,False
6751,2009,229999,90000,19.3,1248.0,73.9,False,True,True,True,False,False
6752,2009,229999,164000,19.3,1248.0,73.9,False,True,True,True,False,False
6753,2013,300000,120000,18.0,1198.0,86.7,True,True,True,True,False,False
6754,2010,165000,66000,19.0,998.0,66.1,True,True,True,True,False,False
6755,2010,295000,250000,13.93,2179.0,138.0,False,True,True,False,False,True
6756,2011,360000,157000,22.32,1582.0,126.3,False,True,True,True,False,False
6757,2011,380000,157000,22.32,1582.0,126.3,False,True,True,True,False,False
6758,2017,300000,35000,23.01,999.0,67.0,True,True,True,False,False,False
6759,2008,320000,100000,12.7,2609.0,116.6,False,True,True,True,False,True
6760,2016,325000,70000,19.44,1198.0,67.0,True,True,True,True,False,True
6761,2010,160000,30000,21.12,1248.0,88.8,False,True,True,True,False,False
6762,2018,630000,40000,16.5,1493.0,70.0,False,True,True,False,False,True
6764,2014,229999,30000,22.74,796.0,47.3,True,True,True,True,False,False
6765,2014,440000,70000,22.9,1248.0,74.0,False,True,True,True,False,False
6766,2007,90000,60000,18.0,995.0,62.0,True,True,True,True,False,False
6767,2017,750000,60000,28.09,1248.0,88.5,False,True,True,False,False,False
6768,2012,330000,80000,16.8,1497.0,116.3,True,True,True,True,False,False
6769,2016,715000,70000,28.09,1248.0,88.5,False,True,True,True,False,False
6770,2013,250000,150000,20.86,1199.0,75.0,False,True,True,True,False,False
6771,2007,120000,150000,18.2,1061.0,64.0,True,True,True,True,False,False
6772,2004,100000,25000,14.2,1597.0,92.0,True,True,True,False,True,False
6773,2017,850000,35000,21.72,1498.0,108.6,False,True,False,True,False,False
6774,2018,450000,48000,25.4,1186.0,73.97,False,True,True,False,False,False
6775,2012,240000,200000,22.07,1199.0,73.9,False,True,True,False,False,False
6777,2015,600000,135000,26.59,1248.0,74.0,False,True,True,False,False,False
6778,2016,280000,110000,18.2,1248.0,73.74,False,True,True,True,False,True
6779,2012,465000,146000,22.32,1582.0,126.32,False,True,True,True,False,False
6780,2018,350000,44000,24.7,796.0,47.3,True,True,True,False,False,False
6781,2013,325000,70000,20.36,1197.0,78.9,True,True,True,False,False,False
6782,2004,50000,271000,16.8,1405.0,62.0,False,True,True,False,False,False
6783,2006,110000,120000,19.7,796.0,46.3,True,True,True,False,True,False
6785,2015,515000,60000,15.96,2523.0,62.1,False,True,True,False,False,True
6786,2018,750000,40000,20.73,1373.0,91.1,True,True,True,False,False,False
6787,2018,350000,25000,21.1,814.0,55.2,True,True,True,False,False,False
6788,2019,488999,15000,18.9,1197.0,81.86,True,True,True,False,False,False
6789,2017,300000,27000,24.7,796.0,47.3,True,True,True,False,False,False
6790,2017,650000,35000,27.39,1248.0,74.0,False,True,True,True,False,False
6791,2014,250000,40000,19.0,998.0,66.1,True,True,True,False,False,False
6792,2014,200000,40000,22.74,796.0,47.3,True,True,True,False,True,False
6793,2015,950000,75262,15.4,2179.0,120.0,False,True,True,False,False,True
6794,2012,200000,120000,23.03,1396.0,69.0,False,True,True,False,False,False
6795,2016,276000,60000,20.3,998.0,68.05,True,True,True,False,False,False
6796,2014,250000,40000,21.1,814.0,55.2,True,True,True,False,False,False
6797,2008,95000,80000,19.7,796.0,46.3,True,True,True,True,False,False
6798,2011,200000,70000,23.57,1396.0,70.0,False,True,True,True,False,False
6799,2012,450000,100000,22.32,1582.0,126.32,False,True,True,True,False,False
6800,2013,900000,18000,15.1,2179.0,140.0,False,True,True,False,False,True
6801,2010,200000,175000,19.09,1396.0,69.0,False,True,True,False,False,False
6802,2010,200000,70000,20.36,1197.0,78.9,True,True,True,True,False,False
6803,2011,370000,91863,15.96,2523.0,62.1,False,True,True,True,False,True
6804,2008,250000,100000,15.2,1193.0,65.0,True,True,True,False,False,False
6805,2016,290000,10000,25.17,799.0,53.3,True,True,True,False,False,False
6806,2018,900000,35000,24.52,1248.0,88.5,False,True,True,False,False,True
6807,2013,325000,120000,20.0,1399.0,68.1,False,True,True,True,False,False
6808,2016,425000,30000,18.9,1197.0,82.0,True,True,True,False,False,False
6809,2016,315000,60000,25.17,799.0,53.3,True,True,True,False,False,False
6810,2014,300000,70000,23.95,998.0,67.05,True,True,True,False,False,False
6811,2013,325000,70000,20.36,1197.0,78.9,True,True,True,True,False,False
6812,2016,900000,130000,21.38,1396.0,88.7,False,True,True,False,False,False
6813,2016,950000,133000,21.38,1396.0,88.7,False,True,True,False,False,False
6814,2010,320000,120000,20.54,1598.0,103.6,False,True,True,False,True,False
6815,2019,500000,20000,19.44,999.0,75.0,True,True,True,False,False,False
6816,2012,290000,25000,15.6,1196.0,70.0,True,True,True,False,False,False
6817,2012,60000,90000,25.4,624.0,37.48,True,True,True,False,False,False
6818,2009,120000,140000,19.0,998.0,66.1,True,True,True,False,True,False
6819,2017,850000,103000,25.6,1498.0,97.9,False,False,True,False,False,False
6821,2015,600000,128000,26.0,1498.0,98.6,False,False,True,False,False,False
6822,2015,620000,33000,20.14,1498.0,88.8,False,True,True,False,False,False
6823,2009,150000,70000,19.7,796.0,46.3,True,True,True,True,False,False
6825,2008,135000,40000,12.85,1396.0,99.6,True,True,True,False,True,False
6826,2011,200000,80000,17.0,1405.0,71.0,False,True,True,False,False,False
6827,2015,730000,70000,26.21,1248.0,88.5,False,True,True,False,False,False
6828,2013,800000,100000,12.99,2494.0,100.6,False,True,True,False,False,True
6829,2009,300000,90000,14.0,2498.0,112.0,False,True,True,True,False,True
6830,2012,190000,112000,20.0,1399.0,68.0,False,True,True,True,False,False
6831,2011,350000,50000,15.5,1799.0,132.0,True,True,True,False,False,False
6832,2015,509999,62000,24.4,1120.0,71.0,False,True,True,True,False,False
6833,2012,400000,90000,20.77,1248.0,88.76,False,True,True,False,False,True
6834,2013,800000,80000,12.99,2494.0,100.0,False,True,True,False,False,True
6836,2016,930000,47552,19.67,1582.0,126.2,False,True,True,True,False,False
6837,2016,720000,40000,24.3,1248.0,88.5,False,True,True,True,False,False
6838,2011,225000,15000,15.6,1196.0,70.0,True,True,True,False,False,False
6839,2019,950000,20000,23.0,1498.0,98.96,False,True,True,False,False,False
6840,2018,530000,52000,17.19,1197.0,81.86,True,True,True,False,False,False
6841,2016,470000,70000,18.6,1197.0,81.83,True,True,True,False,False,False
6842,2017,650000,110000,15.96,2523.0,63.0,False,True,True,False,False,True
6843,2014,540000,77500,14.0,2179.0,138.1,False,True,True,True,False,True
6844,2015,459999,100000,25.2,1248.0,74.0,False,True,True,True,False,False
6845,2019,325000,14700,25.17,799.0,53.3,True,True,True,False,False,False
6846,2016,240000,40000,16.8,796.0,34.2,True,True,True,False,False,False
6847,2017,400000,32000,18.15,1198.0,82.0,True,True,True,True,False,True
6848,2004,70000,70000,19.7,796.0,46.3,True,True,True,True,False,False
6849,2009,250000,80000,17.5,1298.0,85.8,True,True,True,False,False,False
6850,2014,910000,80000,12.99,2494.0,100.6,False,True,True,True,False,True
6851,2018,720000,25000,28.4,1248.0,74.02,False,True,True,False,False,False
6852,2015,590000,50000,26.59,1248.0,74.0,False,True,True,False,False,False
6853,2015,434000,120000,13.58,2499.0,72.4,False,True,True,False,False,True
6854,2006,145000,170000,13.6,2523.0,63.0,False,True,True,False,False,True
6855,2018,445000,19700,18.15,1198.0,82.0,True,True,True,False,False,False
6857,2018,372000,50000,25.83,1498.0,99.0,False,True,True,False,True,False
6858,2005,65000,90000,18.9,998.0,67.1,True,True,True,True,False,False
6860,2015,300000,140000,20.0,1399.0,68.05,False,True,True,False,False,False
6861,2003,125000,120000,12.7,2609.0,116.6,False,True,True,False,True,True
6862,2017,520000,40000,20.3,1199.0,84.0,True,True,True,False,False,False
6863,2014,190000,70000,22.74,796.0,47.3,True,True,True,False,True,False
6864,2018,310000,7000,22.5,999.0,67.0,True,True,True,False,False,False
