,year,selling_price,km_driven,mileage_kmpl,engine_CC,max_power_bhp,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
1486,2018,850000,60000,22.54,1396.0,88.76,False,True,True,False,False,False
5778,2018,585000,15000,17.8,1198.0,86.7,True,True,True,False,False,False
2371,2019,860000,14317,14.23,1498.0,104.55,True,False,True,False,False,False
6632,2018,950000,40000,21.13,1498.0,108.6,False,True,True,False,False,False
6346,2014,455999,80000,19.01,1461.0,108.45,False,True,True,False,False,False
5423,2018,320000,35000,22.5,999.0,67.0,True,True,True,False,False,False
4440,2007,125000,50000,15.3,1193.0,65.3,True,True,True,False,False,False
5061,2010,231000,80000,17.5,1298.0,85.8,True,True,True,False,True,False
3347,2014,455000,42312,24.4,1120.0,71.0,False,False,True,False,False,False
5145,2006,180000,120000,17.7,1497.0,78.0,True,True,True,True,False,False
6381,2011,380000,150000,23.0,1396.0,90.0,False,True,True,False,True,False
2625,2017,325000,3564,23.95,998.0,67.05,True,True,True,False,False,False
2598,2017,500000,20000,18.9,1197.0,81.86,True,True,True,False,False,False
6450,2014,560000,100000,26.0,1498.0,98.6,False,True,True,True,False,False
2654,2018,340000,20000,25.17,799.0,53.3,True,True,True,False,False,False
2034,2014,180000,55000,22.74,796.0,47.3,True,True,True,False,False,False
6406,2012,450000,72000,22.32,1582.0,126.32,False,True,True,True,False,False
2269,2017,420000,30000,20.51,998.0,67.04,True,True,True,False,False,False
6991,2015,1100000,70000,16.0,2179.0,140.0,False,True,False,False,False,True
3664,2014,170000,70000,21.1,814.0,55.2,True,True,True,True,False,False
2779,2017,328000,68000,23.84,1199.0,84.0,True,True,True,True,False,False
587,2009,561000,170000,12.8,2494.0,102.0,False,True,True,False,True,True
6811,2013,325000,70000,20.36,1197.0,78.9,True,True,True,True,False,False
4752,2009,650000,242000,12.8,2494.0,102.0,False,True,True,False,True,True
7495,2017,1550000,120000,17.1,1956.0,170.0,False,True,True,False,False,False
5756,2019,1200000,14000,25.47,1248.0,88.5,False,True,True,False,False,True
6876,2008,400000,110000,12.7,2609.0,116.6,False,True,True,False,False,True
7094,2019,990000,19600,22.1,1396.0,88.7,False,True,True,False,False,False
3669,2010,650000,160000,12.8,2494.0,102.0,False,True,True,False,False,True
5074,2011,421000,105000,17.0,1497.0,118.0,True,True,True,False,False,False
2270,2016,480000,70000,18.9,1197.0,82.0,True,True,True,False,False,False
762,2010,275000,80000,22.07,1199.0,73.9,False,True,True,False,True,False
5130,2017,1150000,27000,19.67,1582.0,126.2,False,True,True,True,False,False
757,2011,180000,80000,21.1,814.0,55.2,True,True,True,True,False,False
6957,2015,950000,80000,15.4,2179.0,120.0,False,True,True,True,False,True
2184,2009,250000,68600,17.0,1497.0,118.0,True,True,True,False,True,False
3861,2015,860000,90000,12.99,2494.0,100.6,False,True,True,True,False,True
307,2014,400000,70000,19.1,1197.0,85.8,True,True,True,True,False,False
1999,2015,650000,80000,26.0,1498.0,98.6,False,True,True,False,False,False
3447,2013,316000,140000,21.02,1248.0,88.76,False,True,True,False,False,False
5449,2007,45000,80000,16.1,796.0,37.0,True,True,True,False,False,False
1004,2006,170000,110000,13.9,1599.0,103.2,True,True,True,False,True,False
7884,2016,700000,111000,21.19,1396.0,88.73,False,True,True,True,False,False
858,2013,229999,46000,18.2,1199.0,84.8,True,True,True,False,False,False
2204,2010,250000,120000,13.0,2489.0,95.0,False,True,True,True,False,True
4935,2011,395000,75500,23.0,1396.0,90.0,False,True,True,True,False,False
4652,2014,980000,120000,15.1,2179.0,140.0,False,True,True,True,False,True
5054,2009,300000,60000,19.0,998.0,66.1,True,True,True,False,False,False
4646,2011,350000,80000,19.4,1405.0,70.0,False,True,True,False,False,False
5269,2010,150000,100000,19.7,796.0,46.3,True,True,True,False,False,False
6860,2015,300000,140000,20.0,1399.0,68.05,False,True,True,False,False,False
2999,2005,160000,300000,13.6,2523.0,63.0,False,True,True,False,True,True
5102,2017,475000,40000,20.51,998.0,67.04,True,True,True,False,False,False
3562,2017,430000,20000,20.51,998.0,67.0,True,True,False,False,False,False
4308,2010,730000,55000,12.3,1781.0,163.2,True,True,False,True,False,False
3299,2015,360000,30000,18.9,1197.0,81.86,True,True,True,True,False,False
6731,2017,850000,54000,22.54,1396.0,88.73,False,True,True,False,False,False
4123,2013,450000,120000,11.68,2498.0,112.0,False,True,True,True,False,True
152,2018,811000,11000,17.0,1198.0,108.5,True,False,True,False,False,False
5987,2017,300000,30000,23.95,998.0,67.05,True,True,True,False,False,False
2507,2006,85000,150000,19.7,796.0,46.3,True,True,True,True,False,False
2447,2010,150000,70000,18.9,1061.0,67.0,True,True,True,True,False,False
3740,2016,360000,100000,25.32,1198.0,77.0,False,True,True,True,False,True
5928,2013,475000,125000,22.32,1582.0,126.3,False,True,True,False,True,False
5686,2015,516000,90000,18.6,1197.0,81.83,True,True,True,False,False,False
6312,2012,400000,58400,19.3,1248.0,73.9,False,True,True,True,False,False
7022,2016,1025000,22522,16.0,2179.0,140.0,False,False,True,False,False,True
5214,2012,195000,35000,19.0,998.0,67.1,True,True,True,True,False,False
5318,2018,1525000,46000,15.1,2179.0,152.87,False,True,True,False,False,True
1544,2017,1143000,51000,17.01,1582.0,126.2,False,True,False,False,False,False
2325,2020,250000,120000,21.63,998.0,67.0,True,True,True,True,False,False
5542,2015,600000,25000,25.2,1248.0,74.0,False,True,True,False,False,False
2870,2011,240000,116000,14.0,2498.0,112.0,False,True,True,False,False,True
1577,2014,635000,79011,18.0,1497.0,117.3,True,False,False,False,False,False
1542,2015,650000,26000,20.73,1373.0,91.1,True,True,True,False,False,False
8018,2006,300000,175000,13.93,2179.0,138.1,False,True,True,True,False,True
2473,2009,270000,80000,16.6,1197.0,85.0,True,True,True,False,False,False
5529,2014,490000,120000,24.2,1498.0,98.6,False,True,True,False,False,True
2441,2010,210000,50000,18.5,1197.0,80.0,True,True,True,True,False,False
5728,2018,681000,27000,20.14,1498.0,88.0,False,True,True,False,False,False
4870,2011,189000,70000,23.57,1396.0,70.0,False,True,True,True,False,False
1460,2014,560000,25000,16.02,1373.0,93.7,True,True,True,False,False,True
3874,2010,750000,250000,12.8,2494.0,102.0,False,True,True,True,False,True
4000,2018,459999,35000,17.57,1193.0,88.7,True,True,True,False,False,False
3280,2014,650000,68000,22.9,1248.0,74.0,False,True,True,False,False,False
5777,2019,500000,60000,20.14,1197.0,81.86,True,True,True,False,False,False
2143,2015,822000,60000,19.67,1582.0,126.2,False,True,True,False,False,False
5932,2012,450000,80000,19.87,1461.0,83.8,False,True,True,False,False,False
3575,2011,500000,121941,12.8,2494.0,102.0,False,False,True,False,False,True
444,2010,120000,70000,16.1,796.0,37.0,True,True,True,True,False,False
258,2019,1300000,40000,17.3,1497.0,121.0,False,True,True,False,False,True
1271,2013,480000,100000,15.96,2523.0,62.1,False,True,True,False,False,True
2288,2011,250000,35000,16.36,1495.0,93.7,True,True,True,False,False,False
5346,2008,85000,120000,17.0,1405.0,70.0,False,True,True,False,False,False
4851,2018,2064000,24000,13.68,2393.0,147.8,False,True,True,False,False,True
871,2015,1050000,60000,21.43,1364.0,87.2,False,True,True,False,False,False
2490,2015,900000,68000,12.99,2494.0,100.6,False,True,True,False,False,True
5533,2014,450000,80000,18.2,1248.0,73.8,False,True,True,True,False,True
764,2011,250000,120000,13.0,2489.0,95.0,False,True,True,False,False,True
272,2012,320000,193000,19.3,1248.0,73.9,False,True,True,False,False,False
1826,2014,550000,103000,15.96,2523.0,62.1,False,True,True,False,False,True
4048,2017,430000,38000,23.84,1199.0,84.0,True,True,True,True,False,False
2399,2011,415000,78432,16.52,1991.0,123.7,False,True,True,False,False,False
2115,2012,440000,120000,11.79,2179.0,120.0,False,True,False,False,True,True
7425,2010,360000,98000,17.0,1497.0,118.0,True,True,True,False,True,False
7727,2016,600000,90000,19.87,1461.0,83.8,False,True,True,True,False,False
5544,2016,411000,60000,18.5,1198.0,86.8,True,True,True,True,False,False
6854,2006,145000,170000,13.6,2523.0,63.0,False,True,True,False,False,True
811,2011,229999,110000,18.8,1248.0,90.0,False,True,True,True,False,False
7164,2010,200000,60000,23.03,1396.0,69.0,False,True,True,False,False,False
7502,2015,300000,60000,25.17,799.0,53.3,True,True,True,False,False,False
2363,2013,550000,50000,23.5,1396.0,88.7,False,True,True,False,False,False
6474,2017,360000,25000,23.01,999.0,67.0,True,True,True,False,False,False
5117,2009,126000,52000,18.9,1061.0,67.0,True,True,True,True,False,False
5881,2013,450000,120000,20.77,1248.0,88.76,False,True,True,True,False,True
3171,2012,450000,68240,13.93,2956.0,138.1,False,False,True,False,False,True
7258,2014,310000,90000,19.68,1399.0,67.0,False,True,True,True,False,False
1687,2016,520000,29000,18.6,1197.0,81.83,True,True,True,False,False,False
1944,2012,200000,80000,20.8,1461.0,65.0,False,True,True,True,False,False
3208,2012,199000,50000,20.86,1199.0,75.0,False,True,True,True,False,False
2305,2013,350000,110000,17.21,1493.0,100.0,False,True,True,True,False,True
5572,2007,300000,155000,18.7,1896.0,66.0,False,True,True,False,False,False
5637,2020,570000,5000,21.21,1197.0,81.8,True,True,True,False,False,False
461,2012,730000,250000,12.99,2494.0,100.0,False,True,True,False,False,True
440,2011,229999,170000,21.0,1461.0,64.1,False,True,True,True,False,False
7822,2013,275000,80000,16.95,1498.0,97.7,True,True,True,False,True,False
2475,2017,660000,45000,16.5,1493.0,70.0,False,True,True,False,False,True
1906,2015,1888000,120000,12.55,2982.0,168.5,False,True,True,True,False,True
7942,2012,120000,70000,18.6,1199.0,79.4,True,True,True,False,True,False
6871,2015,229999,60000,19.44,1198.0,67.0,True,True,True,True,False,True
5853,2014,550000,40000,17.43,1396.0,105.5,True,True,True,False,False,False
4779,2018,260000,50000,23.01,999.0,67.0,True,True,True,False,False,False
6551,2017,450000,10000,23.1,998.0,67.04,True,True,False,False,False,False
5076,2013,350000,120000,21.64,1461.0,84.8,False,True,True,False,False,False
6046,2017,2100000,48000,17.9,2143.0,136.0,False,True,False,True,False,False
6613,2013,500000,80000,22.32,1582.0,126.3,False,True,True,True,False,False
245,2013,550000,70000,23.4,1248.0,74.0,False,True,True,False,False,False
2522,2013,490000,95000,20.46,1461.0,83.8,False,True,True,False,False,False
3689,2017,650000,44000,23.65,1248.0,88.5,False,False,True,False,False,False
5467,2010,950000,426000,12.8,2494.0,102.0,False,True,True,False,False,True
2116,2016,390000,80000,20.51,998.0,67.04,True,True,True,False,False,False
7378,2008,260000,100000,17.8,1248.0,75.0,False,True,True,True,False,False
6323,2003,200000,121000,17.3,993.0,60.0,True,True,True,False,False,False
6094,2015,615000,60000,26.59,1248.0,74.0,False,True,True,False,False,False
899,2017,750000,40000,24.3,1248.0,88.5,False,True,True,False,False,False
3340,2014,254999,40000,20.92,998.0,67.1,True,True,True,True,False,False
10,2014,500000,68000,19.01,1461.0,108.45,False,True,True,True,False,False
2242,2017,265000,40000,16.8,796.0,34.2,True,True,True,True,False,True
2131,2014,3000000,65000,12.07,2967.0,241.4,False,True,False,False,False,True
5876,2015,573000,100000,25.2,1248.0,74.0,False,True,True,True,False,False
278,2017,350000,120000,27.28,1047.0,69.0,False,True,True,False,False,False
7058,2015,585000,50000,16.55,2498.0,105.0,False,True,True,False,False,True
5483,2010,190000,90000,16.8,1493.0,110.0,False,True,True,True,False,False
7239,2015,750000,16000,18.06,2523.0,63.0,False,True,True,False,False,True
1836,2015,416000,40000,17.01,1499.0,110.4,True,True,False,False,False,False
3457,2009,150000,80000,18.0,995.0,62.0,True,True,True,True,False,False
1031,2011,388000,80000,22.07,1199.0,73.9,False,True,True,True,False,False
7120,2014,455999,32000,18.9,1197.0,82.0,True,True,True,False,False,False
2900,2017,700000,90000,24.3,1248.0,88.5,False,True,True,False,False,False
6195,2006,450000,192000,12.8,2494.0,102.0,False,True,True,False,True,True
6533,2015,1147000,56975,16.0,2179.0,140.0,False,True,True,False,False,True
4603,2016,380000,90000,24.0,1120.0,70.0,False,True,True,True,False,False
5909,2015,550000,40000,22.54,1396.0,88.73,False,True,True,False,False,False
5052,2011,345000,70000,17.6,1496.0,88.7,True,True,True,False,False,False
6065,2015,500000,70000,20.4,1248.0,91.7,False,True,True,False,False,False
3232,2016,325000,50000,20.51,998.0,67.04,True,True,True,False,False,False
603,2011,337000,142000,13.7,2179.0,138.1,False,True,True,False,True,True
3195,2009,190000,100000,17.8,1399.0,67.0,False,True,True,True,False,False
7216,2014,525000,80000,22.32,1582.0,126.32,False,True,True,True,False,False
7332,2020,775000,2000,20.7,1197.0,81.86,True,False,True,False,False,False
6751,2009,229999,90000,19.3,1248.0,73.9,False,True,True,True,False,False
1345,2018,570000,80000,25.4,1186.0,73.97,False,True,True,False,False,False
6326,2010,305000,175000,17.8,1248.0,75.0,False,True,True,False,True,False
5466,2003,45000,90000,16.1,796.0,37.0,True,True,True,False,True,False
758,2013,200000,80000,21.1,814.0,55.2,True,True,True,True,False,False
3547,2010,200000,35000,19.0,998.0,67.1,True,True,True,False,False,False
393,2014,535000,70000,22.32,1582.0,126.32,False,True,True,False,True,False
6243,2017,800000,35000,27.39,1248.0,74.0,False,True,True,False,False,False
3298,2018,1100000,50000,15.1,2179.0,152.87,False,True,True,False,False,True
3244,2017,800000,28050,28.09,1248.0,88.5,False,False,True,False,False,False
1571,2017,850000,11688,17.8,1497.0,117.3,True,False,True,False,False,False
6331,2011,210000,110000,23.08,1461.0,63.1,False,True,True,False,True,False
529,2011,210000,46000,20.92,998.0,67.1,True,True,True,False,False,False
3142,2011,175000,85700,17.0,1405.0,70.0,False,True,True,True,False,False
3935,2018,459999,5000,20.51,998.0,67.04,True,True,True,False,False,False
4410,2017,395000,25000,21.63,998.0,67.0,True,True,True,False,False,False
1618,2013,385000,100000,20.77,1248.0,88.8,False,True,True,False,True,True
4313,2012,267000,40000,20.36,1197.0,78.9,True,True,True,False,False,False
7202,2016,590000,40000,18.6,1197.0,81.83,True,True,True,False,False,False
6472,2006,80000,90000,17.3,1061.0,64.0,True,True,True,True,False,False
6979,2018,899000,35000,25.1,1248.0,88.5,False,True,True,False,False,False
4002,2019,650000,10000,21.21,1197.0,81.8,True,True,False,False,False,False
1464,2016,745000,67000,15.4,1997.0,120.0,False,True,True,False,False,True
4166,2014,390000,78000,11.68,2498.0,112.0,False,True,True,False,False,True
6985,2017,370000,35000,17.57,1193.0,88.7,True,True,True,False,False,False
7128,2018,528000,5000,18.9,1197.0,81.86,True,True,True,False,False,False
1458,2009,229999,50000,19.81,1086.0,68.05,True,True,True,True,False,False
7145,2016,350000,30000,23.84,1199.0,84.0,True,True,True,False,False,False
6603,2013,500000,80000,13.7,2179.0,138.1,False,True,True,True,False,True
7788,2017,400000,70000,20.51,998.0,67.04,True,True,True,False,False,False
5267,2020,650000,7300,21.01,1197.0,81.8,True,True,True,False,False,False
3880,2013,235000,43000,19.0,998.0,67.1,True,True,True,True,False,False
3433,2004,105000,96000,19.7,796.0,46.3,True,True,True,False,True,False
5114,2011,350000,120000,13.0,2489.0,95.0,False,True,True,False,False,True
6478,2015,600000,70000,26.0,1498.0,98.6,False,True,True,False,False,False
6008,2014,374000,54043,18.9,1197.0,81.86,True,False,False,False,False,False
2147,2014,300000,74537,20.51,998.0,67.04,True,True,True,True,False,False
7518,2016,590000,34000,24.4,1120.0,71.0,False,True,True,True,False,False
7912,2009,110000,113000,15.3,1193.0,65.3,True,True,True,False,False,False
2423,2006,270000,70000,17.7,1497.0,78.0,True,True,True,True,False,False
147,2015,535000,40000,26.21,1248.0,88.5,False,False,True,False,False,False
6446,2010,200000,188000,21.12,1248.0,88.8,False,True,True,True,False,False
6200,2011,400000,320000,12.05,2179.0,120.0,False,True,True,False,True,True
1035,2019,757000,25000,28.4,1248.0,74.02,False,True,True,False,False,False
926,2013,600000,95000,12.99,2494.0,100.57,False,True,True,True,False,True
7292,2015,651000,69000,22.15,1498.0,108.6,False,False,False,False,False,False
1779,2011,440000,80000,22.32,1582.0,126.3,False,True,True,False,True,False
1417,2012,395000,120000,22.32,1582.0,126.32,False,True,True,False,False,False
566,2018,500000,20000,18.9,1197.0,81.86,True,True,True,True,False,False
5238,2007,200000,120000,13.93,2956.0,138.1,False,True,True,True,False,True
2301,2016,650000,61915,27.3,1498.0,98.6,False,True,True,False,False,False
3613,2012,400000,129000,19.3,1248.0,73.9,False,True,True,False,False,False
2257,2010,200000,120000,18.5,1197.0,80.0,True,True,True,False,True,False
1604,2010,160000,65000,17.92,1086.0,62.1,True,True,True,True,False,False
998,2012,220000,360003,18.9,998.0,67.1,True,True,True,True,False,False
6022,2011,277000,55403,18.6,1197.0,85.8,True,False,True,False,False,False
512,2011,165000,90000,20.92,998.0,67.1,True,True,True,False,False,False
7129,2017,1500000,12000,17.1,1956.0,170.0,False,True,True,False,False,False
7434,2017,495000,56000,25.83,1498.0,99.0,False,True,True,False,False,False
4511,2016,1490000,56900,13.68,2393.0,147.8,False,True,True,True,False,True
7407,2010,400000,100000,15.0,1896.0,105.0,False,True,True,False,False,False
5923,2012,500000,90000,19.08,1582.0,126.32,False,True,False,False,False,False
5812,2010,235000,90000,14.0,1948.0,90.0,False,True,True,False,False,True
5221,2019,400000,25000,18.15,1198.0,82.0,True,True,True,False,False,True
4176,2010,250000,80000,22.07,1199.0,73.9,False,True,True,False,True,False
5050,2018,950000,25000,24.3,1248.0,88.5,False,True,True,False,False,False
4371,2012,180000,120000,21.1,814.0,55.2,True,True,True,True,False,False
807,2011,320000,110000,19.3,1248.0,73.9,False,True,True,True,False,False
5128,2013,150000,66000,14.7,796.0,37.0,True,True,True,False,False,True
2545,2012,600000,85000,21.43,1364.0,87.2,False,True,True,False,False,False
6512,2019,885000,10000,17.0,1497.0,121.31,True,True,True,True,False,False
3403,2009,365000,110000,11.79,2179.0,120.0,False,True,False,True,False,True
2099,2015,300000,95000,21.2,1248.0,75.0,False,True,True,False,True,False
4137,2017,282000,15000,24.7,796.0,47.3,True,True,True,False,False,False
3704,2016,420000,30000,18.9,1197.0,82.0,True,True,True,True,False,False
2119,2010,170000,75000,19.7,796.0,46.3,True,True,True,True,False,False
1357,2017,455000,60000,25.2,1248.0,74.0,False,True,True,False,False,False
1537,2014,650000,50000,23.4,1248.0,74.0,False,True,True,False,False,False
5285,2017,655000,70000,28.4,1248.0,74.02,False,True,True,False,False,False
572,2004,120000,120000,18.9,998.0,67.1,True,True,True,False,True,False
1959,2018,650000,50000,28.4,1248.0,74.02,False,True,True,False,False,False
561,2018,217000,25000,22.7,799.0,53.64,True,True,True,False,False,False
7281,2017,1025000,68140,18.0,1497.0,117.6,True,False,False,False,False,False
2152,2016,550000,35000,24.4,1120.0,71.0,False,True,True,False,False,False
1610,2018,900000,25000,19.34,1462.0,103.0,True,True,True,False,False,True
6928,2013,650000,90000,20.77,1248.0,88.76,False,True,True,False,False,True
4541,2010,350000,120000,17.0,1497.0,118.0,True,True,True,True,False,False
2772,2013,350000,120000,14.09,1596.0,99.6,True,True,True,False,False,False
6829,2009,300000,90000,14.0,2498.0,112.0,False,True,True,True,False,True
3803,2015,630000,60000,15.4,1997.0,120.0,False,True,True,False,False,True
1789,2013,470000,120000,22.9,1248.0,74.0,False,True,True,False,True,False
1420,2013,240000,100000,20.0,1399.0,68.1,False,True,True,False,False,False
3120,2011,550000,260000,12.05,2179.0,120.0,False,True,True,False,True,True
3501,2011,150000,35000,18.0,995.0,62.0,True,True,True,False,False,False
6799,2012,450000,100000,22.32,1582.0,126.32,False,True,True,True,False,False
1394,2016,495000,56832,19.87,1461.0,83.14,False,False,True,False,False,False
7121,2008,129000,60000,19.7,796.0,46.3,True,True,True,False,False,False
6504,2011,280000,96000,16.95,1498.0,97.7,True,True,True,False,False,False
1791,2015,670000,57000,15.4,1997.0,120.0,False,True,True,True,False,True
3899,2017,595000,30030,18.6,1197.0,81.83,True,False,True,False,False,False
3926,2016,450000,5800,20.51,998.0,67.04,True,True,True,True,False,False
2943,2016,1670000,25000,13.68,2393.0,147.8,False,True,True,True,False,True
1061,2017,625000,37000,26.8,1248.0,74.0,False,True,False,False,False,False
5920,2012,380000,70000,19.3,1248.0,73.9,False,True,True,False,True,False
5304,2016,310000,30000,18.6,1199.0,76.8,True,True,True,False,False,False
829,2016,1165000,50000,16.0,1997.0,140.0,False,True,True,False,False,True
8114,2011,200000,73000,19.7,796.0,46.3,True,True,True,False,False,False
1358,2017,570000,30000,18.6,1197.0,81.83,True,True,True,False,False,False
7432,2019,450000,3500,23.84,1199.0,83.83,True,True,True,False,False,False
3891,2015,919999,140000,16.0,2179.0,140.0,False,True,True,False,False,True
3489,2013,720000,150000,15.1,2179.0,140.0,False,True,True,True,False,True
6517,2012,380000,50000,21.9,1396.0,88.76,False,True,True,True,False,False
6367,2013,350000,15000,18.6,1197.0,85.8,True,True,True,False,False,False
2479,2007,65000,30000,14.7,1150.0,76.0,True,True,True,True,False,False
1256,2009,340000,40000,23.0,1396.0,90.0,False,True,True,False,False,False
3024,2014,500000,48300,15.96,2523.0,62.1,False,True,True,True,False,True
1369,2017,950000,52236,15.4,2179.0,120.0,False,False,True,False,False,True
3788,2015,600000,40000,15.96,2523.0,62.1,False,True,True,False,False,True
4409,2016,750000,80000,24.3,1248.0,88.5,False,True,True,False,False,False
6879,2013,390000,100000,23.4,1248.0,74.0,False,True,True,False,False,False
3438,2019,580000,35000,17.5,1199.0,88.7,True,True,True,False,False,False
5489,2013,170000,70000,25.44,936.0,57.6,False,True,True,False,False,False
3703,2017,1150000,42000,16.0,2179.0,140.0,False,True,True,True,False,True
6107,2019,1200000,15000,20.0,1497.0,115.0,False,True,True,False,False,False
158,2017,2700000,16000,14.74,1991.0,181.04,True,False,False,False,False,False
8057,2013,580000,50000,11.7,2354.0,177.6,True,False,False,False,False,False
4306,2010,320000,100000,19.3,1248.0,73.9,False,True,True,True,False,False
6044,2012,1800000,50000,16.09,1995.0,184.0,False,True,False,False,False,False
3242,2017,1750000,73000,12.0,2354.0,187.4,True,False,False,False,False,False
813,2015,630000,35000,18.6,1197.0,81.83,True,True,True,False,False,False
2110,2016,475000,110000,23.2,1248.0,73.94,False,True,True,False,False,False
2894,2011,290000,82500,16.52,1991.0,123.7,False,True,True,True,False,False
5343,2011,225000,30000,20.92,998.0,67.1,True,True,True,False,False,False
5110,2014,525000,120000,15.1,2179.0,140.0,False,True,True,False,False,True
451,2019,675000,10000,21.21,1197.0,81.8,True,True,True,False,False,False
7076,2015,549000,90000,20.77,1248.0,88.76,False,True,True,False,False,True
7828,2017,650000,49060,22.0,1498.0,108.495,False,True,True,False,False,False
5490,2013,140000,100000,19.09,1396.0,69.0,False,True,True,False,False,False
1585,2011,200000,43500,18.06,1198.0,75.0,True,True,True,True,False,False
7313,2008,65000,110000,17.2,1396.0,53.5,False,True,True,True,False,False
680,2018,1100000,25000,17.8,1496.0,105.5,True,True,False,False,False,False
4839,2017,800000,50000,21.04,1461.0,83.8,False,True,True,False,False,True
6650,2015,350000,29000,23.1,998.0,67.04,True,True,True,False,False,False
7284,2018,650000,47725,27.3,1498.0,98.6,False,False,True,False,False,False
6069,2012,550000,110000,20.77,1248.0,88.76,False,True,True,True,False,True
3391,2016,950000,60000,15.4,1997.0,120.0,False,True,True,False,True,True
2705,2013,3600000,50000,11.74,2987.0,254.8,False,True,False,False,False,False
6978,2014,420000,120000,23.4,1248.0,74.0,False,True,True,True,False,False
4594,2015,550000,110000,26.59,1248.0,74.0,False,True,True,False,False,False
4071,2011,500000,60000,19.3,1248.0,73.9,False,True,True,True,False,False
4681,2016,1000000,112000,15.4,1997.0,120.0,False,False,True,True,False,True
5048,2017,483000,15000,23.1,998.0,67.04,True,True,True,False,False,False
7365,2018,545000,10000,23.1,998.0,67.04,True,False,False,False,False,False
2465,2008,114999,58632,14.0,796.0,35.0,True,False,True,True,False,False
7404,2015,1250000,160000,13.5,2477.0,178.0,False,True,True,True,False,True
6254,2016,390000,15000,25.17,799.0,53.3,True,True,True,False,False,False
1823,2013,450000,52000,17.21,1493.0,100.0,False,True,True,False,False,True
4993,2018,750000,15000,21.1,998.0,100.5,True,True,True,False,False,False
1317,2006,75000,60000,18.9,998.0,67.1,True,True,False,False,False,False
3247,2014,425000,69000,19.87,1461.0,83.8,False,False,True,False,False,False
3473,2015,580000,74000,21.19,1396.0,88.73,False,True,True,True,False,False
2896,2019,960000,20000,24.0,1396.0,88.76,False,True,True,False,False,False
4116,2008,365000,120000,12.7,2609.0,120.0,False,True,True,False,True,True
766,2010,200000,80000,20.4,1248.0,91.2,False,True,True,True,False,False
3274,2013,250000,35000,20.92,998.0,67.1,True,True,True,False,False,False
3953,2018,875000,25000,16.55,2498.0,105.0,False,True,True,False,False,True
825,2012,280000,156060,23.2,1248.0,73.94,False,True,True,False,False,False
469,2016,600000,147000,26.59,1248.0,74.0,False,True,True,True,False,False
3709,2017,66000,70000,23.9,624.0,37.48,True,True,True,False,True,False
1763,2010,270000,120000,18.3,1991.0,147.9,False,True,True,False,True,False
7091,2015,540000,93000,20.85,1197.0,83.14,True,True,True,True,False,False
928,2015,750000,160000,25.1,1498.0,98.6,False,True,True,False,False,False
3862,2012,400000,100000,20.46,1461.0,83.8,False,True,True,True,False,False
4863,2015,780000,129000,21.43,1364.0,87.2,False,True,True,False,True,False
702,2012,225000,80000,18.9,998.0,67.1,True,True,True,True,False,False
122,2017,850000,76139,23.0,1498.0,98.96,False,True,True,False,False,False
474,2010,260000,110000,16.2,1493.0,110.0,False,True,True,True,False,False
3610,2019,320000,10000,25.17,799.0,53.3,True,True,True,False,False,False
1898,2016,570000,90000,20.4,1197.0,81.8,True,True,True,False,False,False
8054,2016,575000,55161,17.8,1497.0,117.3,True,False,True,False,False,False
5127,2017,620000,61000,26.59,1248.0,74.0,False,True,True,False,False,False
3366,2016,530000,120000,17.19,1197.0,81.86,True,True,True,True,False,False
7505,2018,700000,30000,25.32,1198.0,77.0,False,True,True,False,False,True
2400,2011,825000,125000,14.66,2199.0,194.3,False,True,True,True,False,True
850,2009,120000,58000,19.7,796.0,46.3,True,True,True,False,False,False
2950,2013,500000,60000,13.7,1798.0,157.75,True,True,False,False,False,False
4858,2018,750000,15000,18.1,1199.0,88.7,True,True,False,False,False,False
3999,2012,170000,60000,20.3,1248.0,75.0,False,True,True,True,False,False
7071,2019,950000,15000,16.55,2498.0,105.0,False,True,True,False,False,True
5022,2004,70000,150000,17.3,993.0,60.0,True,True,True,False,False,False
2830,2013,246000,56000,22.1,1248.0,74.0,False,False,True,False,False,False
5365,2015,600000,125000,21.04,1461.0,83.8,False,True,True,False,False,True
1260,2015,650000,84000,28.09,1248.0,88.5,False,True,True,False,False,False
4767,2019,1025000,15000,20.28,1462.0,103.25,True,False,False,False,False,False
6498,2012,450000,120000,12.05,2179.0,120.0,False,True,True,True,False,True
6823,2009,150000,70000,19.7,796.0,46.3,True,True,True,True,False,False
6644,2016,315000,60000,23.01,999.0,67.0,True,True,True,True,False,False
7077,2018,3000000,20000,20.38,1968.0,143.0,False,True,False,False,False,False
4149,2009,150000,110000,15.0,1586.0,104.68,True,True,True,False,False,False
3187,2013,165000,45000,21.1,814.0,55.2,True,True,True,True,False,False
6229,2015,390000,15000,18.9,1197.0,82.0,True,True,True,False,False,False
4890,2014,600000,70000,23.4,1248.0,74.0,False,True,True,True,False,False
1820,2013,400000,80000,15.96,2523.0,63.0,False,True,True,False,False,True
2813,2018,575000,10000,20.89,1197.0,81.8,True,True,True,False,False,False
4574,2018,750000,22000,21.03,1461.0,65.0,False,True,True,False,False,False
7438,2013,300000,120000,23.2,1248.0,73.94,False,True,True,True,False,False
1966,2017,660000,67000,18.49,1493.0,100.0,False,True,True,True,False,True
954,2019,675000,5000,20.0,999.0,72.0,True,True,True,False,False,True
